bioguide,thomas,govtrack,twitter,facebook,youtube_id,twitter_id,youtube,instagram,instagram_id
B001248,'01751',400052,MichaelCBurgess,michaelcburgess,UCvvO8lo-Nkc31cEEElqQvQw,15751083,michaelcburgessmd,repmichaelburgess,
B001243,'01748',400032,MarshaBlackburn,marshablackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,278145569,RepMarshaBlackburn,marshablackburn,
B001236,'01687',400040,JohnBoozman,JohnBoozman,UC9vWHKL5OfIYh6kIV0rF2yw,5558312,BoozmanPressOffice,johnboozman,
B001135,'00153',400054,SenatorBurr,SenatorRichardBurr,UCOLLZpp-1womBSFDV2uLfag,21157904,SenatorRichardBurr,senatorburr,
B000944,'00136',400050,SenSherrodBrown,SenatorSherrodBrown,UCgy8jfERh-t_ixkKKoCmglQ,43910797,SherrodBrownOhio,,
B000755,'01468',400046,RepKevinBrady,kevinbrady,UC6Ng0uMQEBVgXO_HF0NbfXA,19926675,KBrady8,repkevinbrady,337613850
B000575,'01464',400034,RoyBlunt,SenatorBlunt,UCFeLRzjhThTmaWzuh5qjpGA,21269970,SenatorBlunt,royblunt,21185436
B000574,'00099',400033,BlumenauerMedia,,UCuziVoKuGn7feNA5VrpxsBQ,137823987,RepBlumenauer,,
B000490,'00091',400030,SanfordBishop,sanfordbishop,UCxF9veLBrkr_CqVq5eFYVGg,249410485,RepSanfordBishop,,
A000367,'02029',412438,,repjustinamash,UCeg6HhoCXrS8xpON9dxtZgA,,repjustinamash,,
A000360,'01695',300002,SenAlexander,senatorlamaralexander,UChDLBjn5RWqgMmCSswT05IQ,76649729,lamaralexander,senlamaralexander,1156775647
A000055,'01460',400004,Robert_Aderholt,RobertAderholt,UC71CAgpg1gbLTew_pfTneGA,76452765,RobertAderholt,,
D000617,'02096',412505,RepDelBene,RepDelBene,UCd00b7TpKDZIr-Ujhaktvjg,995193054,,repdelbene,
B001278,'02092',412501,RepBonamici,congresswomanbonamici,UC0IkAeEiwgzSRTD1TDSvuBw,558769636,RepSuzanneBonamici,RepBonamici,
K000383,,412545,SenAngusKing,SenatorAngusSKingJr,UCpp6lGvrmt0XU_lnD4Ak0gA,1068481578,SenatorAngusKing,,
A000369,'02090',412500,MarkAmodeiNV2,MarkAmodeiNV2,UCjOGx2iqSn1r3BQxaVgYhYw,402719755,markamodeinv2,MarkAmodeiNV2,
S001193,'02104',412514,RepSwalwell,CongressmanEricSwalwell,UCKvwsFNGD4sDkE_9g-2ft0w,942156122,ericswalwell,repswalwell,338799200
M001190,'02156',412568,RepMullin,RepMullin,UCLQlm-cbGbJj9baZC6oFsag,1060370282,,,
K000379,'02172',412543,RepJoeKennedy,'301936109927957',UCgfHlaGqxD8p-2V_YlNIqrA,1055907624,,repkennedy,1328567154
B001284,'02129',412539,SusanWBrooks,congresswomansusanwbrooks,UCMd7LzaBcbQ06aKHoj9KkSQ,1074101017,SusanWBrooks,susanwbrooks,365798183
W000813,'02128',412538,RepWalorski,RepJackieWalorski,UC8fsSDjVJ_VnCF3ccx3Lkng,1065995022,repwalorski,jackiewalorski,
R000597,'02160',412572,RepTomRice,reptomrice,UCEmPVQphMGoXAfWJli68BEw,1058345042,RepTomRice,reptomrice,
M001188,'02148',412560,RepGraceMeng,repgracemeng,UCHg516zJKbIBtXFAJ0nu3XQ,1051127714,,,
M001185,'02150',412562,RepSeanMaloney,RepSeanMaloney,UCNiVzzf4Vz-vCMPBcnjGuXQ,1072467470,,repseanpatrickmaloney,
H001064,'02170',412584,RepDennyHeck,CongressmanDennyHeck,UCU89cl5_yhHzo-oTHiEyaRg,1068499286,RepDennyHeck,,
H001065,'02143',412553,RepHolding,CongressmanGeorgeHolding,UCx6IgBfJmIhXSXymnPr78hw,1058460818,repholding,repholding,
T000472,'02110',412520,RepMarkTakano,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,1037321378,RepMarkTakano,repmarktakano,
J000294,'02149',412561,RepJeffries,RepHakeemJeffries,UCYVmbsjoNbQ4j-PCQIYgpWQ,467823431,,,
J000295,'02154',412566,RepDaveJoyce,RepDaveJoyce,UCTu9xz2VYk-jtQv0TVsLyYA,976969338,repdavejoyce,repdavejoyce,360743678
L000579,'02111',412521,RepLowenthal,RepLowenthal,UC-GgROtn5Hxm1H9a6qvy_Wg,1055730738,RepLowenthal,RepLowenthal,
C001093,'02121',412531,RepDougCollins,RepresentativeDougCollins,UCgKTZXOJX2UwAdLNZ4MQdig,1060487274,repdougcollins,,
W000814,'02161',412574,TXRandy14,TXRandy14,UCJSZRrAcd5i1bHLjR66PZdg,1058051748,TXRandy14,TXRandy14,
K000381,'02169',412583,RepDerekKilmer,derek.kilmer,,1058917562,,,
G000571,'02122',412532,TulsiPress,RepTulsiGabbard,UCkQmC0YfIU4388Tu0_k4esA,1064206014,tulsipress,,
D000618,'02138',412549,SteveDaines,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q,11651202,SteveDainesMT,stevedaines,371125857
Y000065,'02115',412525,RepTedYoho,CongressmanTedYoho,UCGmDQgEgP2Z0NjavmnS9Hwg,1071900114,RepTedYoho,,
K000382,'02145',412557,RepAnnieKuster,CongresswomanAnnieKuster,UCYAD_Eti2b5gXSicbgPsBYA,1058717720,RepKuster,,
K000380,'02134',412546,RepDanKildee,RepDanKildee,UC_KpQ-n3IT5dL5ul21XA9Yw,1045110018,RepDanKildee,repdankildee,582887115
C001090,'02159',412571,RepCartwright,CongressmanMattCartwright,UCnAOvexSGLBnYidaFzguhTQ,776664410,,repmattcartwright,
C001095,'02098',412508,SenTomCotton,SenatorTomCotton,UCXEk6mokWBajIpNatbjnwSg,968650362,RepTomCotton,,
B001286,'02127',412537,RepCheri,RepCheri,UCrkOYuIsVeb4dvKeeO7jnaA,1092979962,RepCheri,,
B001287,'02102',412512,RepBera,RepAmiBera,UClJCTCo53Zk6b4kUL-bbdzg,950783972,repamibera,,
F000454,'01888',412257,RepBillFoster,CongressmanBillFoster,UCicixINQr_-3cFHI2bJzFpQ,1080509366,RepBillFoster,,
F000462,'02119',412529,RepLoisFrankel,RepLoisFrankel,UCEk5viAhxaW_2OK20-yBwzQ,1077121945,reploisfrankel,reploisfrankel,
H001067,'02140',412550,RepRichHudson,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,935033864,RepRichHudson,,
V000131,'02166',412579,RepVeasey,CongressmanMarcVeasey,UC2CRp1KF5uljZyhDRPR-72Q,1074129612,marcveasey,repveasey,676925345
V000132,'02167',412580,RepFilemonVela,USCongressmanFilemonVela,,1083448909,RepFilemonVela,repfilemonvela,
P000605,'02157',412569,RepScottPerry,repscottperry,UCzgrU5PT_HHRgf5hXPen4dQ,18773159,RepScottPerry,repscottperry,519463466
R000599,'02109',412519,RepRaulRuizMD,CongressmanRaulRuizMD,UCSDk-cyNPCo1iy6rweSPmBw,1089859058,repraulruiz,,
C001094,'02103',412513,RepPaulCook,RepPaulCook,UCqK--hf5cuvg7BR_oisyRiA,1074412920,RepPaulCook,,
C001096,'02144',412555,SenKevinCramer,CongressmanKevinCramer,UCqUPdO9XaAW-dvwwXKbIVdA,1048784496,kevincramer,repkevincramer,
W000812,'02137',412548,RepAnnWagner,RepAnnWagner,UCy2v2DXXvQnbRc8Zx77Dnsg,1051446626,,repannwagner,
W000817,'02182',412542,SenWarren,senatorelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,970207298,senelizabethwarren,senwarren,
D000619,'02126',412536,RodneyDavis,RepRodneyDavis,UCiGPTfpwRxqQp0Bam5S8zwA,993153006,RepRodneyDavis,reprodneydavis,
S001192,'02168',412581,RepChrisStewart,RepChrisStewart,UCKYqzTvmQVWys-WhrCkbyPw,1072008757,repchrisstewart,repChrisStewart,
B001282,'02131',412541,RepAndyBarr,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,1089334250,RepAndyBarr,,
C001098,'02175',412573,SenTedCruz,SenatorTedCruz,UCOTZ-6H1rri1lSsj6IzhUyw,1074480192,sentedcruz,,
D000096,'01477',400093,RepDannyDavis,CongressmanDKDavis,UCdhrT09_XMr31tuI8OcKsjQ,789244177,dannykdavis07,,
G000546,'01656',400158,RepSamGraves,'118514606128',UCdg2ybvoHsSW6t7iJnKHlNg,29766367,,repsamgraves,
B001230,'01558',400013,SenatorBaldwin,senatortammybaldwin,UC_XjYCRbbI2_TDDjJidwk0Q,1074518754,witammybaldwin,senatorbaldwin,
W000810,'02008',412416,RepRobWoodall,RepRobWoodall,UC7MSlu8zV6Mf8wYzek2Cb-w,2382685057,RobWoodallGA07,reprobwoodall,
W000816,'02165',412578,RepRWilliams,RepRogerWilliams,UCBtfmMMQarjtLB9U_pWMOhw,1077446982,,,
D000598,'01641',400097,RepSusanDavis,RepSusanDavis,UCUni9eg-gXv8pZ2WE_YR0bg,432771620,RepSusanADavis,RepSusanDavis,
D000622,'02123',412533,SenDuckworth,SenDuckworth,UCYRWRvUxtjaHnFMCbdd94tg,1058520120,repduckworth,SenDuckworth,1387939090
F000463,'02179',412556,SenatorFischer,senatordebfischer,UCrbEfZaG_WhB0PBHI1hefPQ,1071402577,senatordebfischer,senatorfischer,
H001068,'02101',412511,RepHuffman,RepHuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,1071102246,rephuffman,rephuffman,
H001052,'02026',412434,RepAndyHarrisMD,AndyHarrisMD,UCvUuV7FiJfJi1yux4qozgMg,960962340,RepAndyHarris,,
P000604,'02097',412506,RepDonaldPayne,DonaldPayneJr,UCTG_SeYsOgbngjv1Donyu0w,1155335864,,repdonaldpaynejr,
P000608,'02113',412523,RepScottPeters,RepScottPeters,UCQK77QJxW7Xr-S3zqeMd-0g,1135486501,,repscottpeters,
C001091,'02163',412576,JoaquinCastrotx,'326420614138023',UCsRxWnFdRiV2od1O5v5nEeQ,231510077,JoaquinCastroTX,joaquincastrotx,378492005
W000815,'02152',412564,RepBradWenstrup,RepBradWenstrup,UCaK7SeUvmHdHTMtF3HXb-jA,518644221,repbradwenstrup,repbradwenstrup,305496379
S001191,'02099',412509,SenatorSinema,CongresswomanSinema,UC4NzhW7D4lQdukSGWmFnK9w,1080844782,repsinema,repsinema,
C001075,'01925',412269,SenBillCassidy,,UCCEyGhUzxgkxFzWCY-rxz8g,1017500185356853248,SenatorBillCassidy,,
G000558,'01922',412278,RepGuthrie,CongressmanGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,1908143071,BrettGuthrie,,
L000578,'02100',412510,RepLaMalfa,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,1069124515,RepLaMalfa,repdouglamalfa,
C001066,'01839',412195,USRepKCastor,USRepKathyCastor,UC_irxhmLqVenTFPxDxznG6g,1880674038,RepKathyCastor,,
K000367,'01826',412242,SenAmyKlobuchar,,UCvdeJsDsV51tFb_hVqvtYGA,22044727,senatorklobuchar,,
C001097,'02107',412517,RepCardenas,repcardenas,UCm6ug1-yvYGL0F6DvYxfFBA,1222257180,repcardenas,repcardenas,1483357690
P000607,'02171',412585,RepMarkPocan,repmarkpocan,UCz5b47WER_u3dUGV_Zi70dQ,1206227149,repmarkpocan,repmarkpocan,1422301608
V000130,'02112',412522,RepJuanVargas,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,1260172386,RepJuanVargas,repjuanvargas,
K000384,'02176',412582,,SenatorKaine,UC27LgTZlUnBQoNEQFZdn9LA,,SenatorTimKaine,,
S001194,'02173',412507,SenBrianSchatz,SenBrianSchatz,UC8-mSYp2WqBiB_5iwtwKfow,1262099252,senbrianschatz,,
S001168,,412212,RepSarbanes,RepSarbanes,UCCypi0IDTr-XxlAXsJCdBZQ,364415553,RepJohnSarbanes,,
B001285,,412516,RepBrownley,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,1243902714,RepJuliaBrownley,,
M001184,'02094',,RepThomasMassie,RepThomasMassie,UCpmXOtvvXC3GE8o9VxYNK7g,975200486,repthomasmassie,,
K000385,'02190',,RepRobinKelly,reprobinkelly,UCLhcNPX2nNQLNzwKW0nEykg,1339931490,,reprobinkelly,
G000555,'01866',,GillibrandNY,SenKirstenGillibrand,UCVEloQogVsmnkd5vxJInmYg,899978622416695297,KirstenEGillibrand,,
R000584,'01896',412322,SenatorRisch,senatorjimrisch,UCncKW8xyT5UbPNO27YuQnBA,1096059529,SenatorJamesRisch,,
B001281,'02153',412565,RepBeatty,RepJoyceBeatty,UCtVl3kb7Xvt3pY7l6x-M6LA,1531521632,,repbeatty,554027718
S001203,,412742,SenTinaSmith,USSenTinaSmith,,941000686275387392,,,
S001195,'02191',412596,RepJasonSmith,repjasonsmith,UCzj9-27Lr4gcqopmZAobXXg,1623308912,RepJasonSmith,,
S000522,'01071',400380,RepChrisSmith,RepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,1289319271,USRepChrisSmith,,
M001169,'01837',412194,senmurphyoffice,chrismurphyct,UCbcEa40PIFpLpdDe06n3F3Q,2853793517,senchrismurphy,,
B001288,'02194',412598,SenBooker,,UC6FlymqNS1VettnVZa7goPA,2167097881,SenCoryBooker,,
C001101,'02196',412600,RepKClark,CongresswomanClark,UCgaI52w7QKI8LtkSeCCmSuw,2293131060,,repkclark,
B001289,'02197',412601,RepByrne,RepByrne,UCRUXmqQbrKo0T6xi_GT7TEA,2253968388,,repbyrne,944262792
N000189,'02275',412660,RepNewhouse,RepNewhouse,UCllbsv_aoIaPS6W3aSonZlw,2930635215,,,
L000583,'02238',412624,RepLoudermilk,reploudermilk,UC2Kfw8fjca8k3w3KpzL5tNg,2914163523,,RepLoudermilk,
C001103,'02236',412622,RepBuddyCarter,congressmanbuddycarter,UCHQm49T6ikD_ioMAt50AwKQ,2973870195,,,
B001295,'02243',412629,RepBost,RepBost,UCYA1psY06vSf3QadHuCrmjQ,2964877294,,,
A000370,'02201',412607,RepAdams,CongresswomanAdams,UCPI9ao1Cr1nxEUD2r-usRjQ,2916086925,,repadams,
M001194,'02248',412634,RepMoolenaar,RepMoolenaar,UCnMvVN4a8roZu4crE0UW2DA,2696643955,,RepMoolenaar,
S001196,'02263',412648,RepStefanik,RepEliseStefanik,UCHvf42C8Vw6QnjwO2L2ukKA,2962813893,,,
R000603,'02256',412641,RepDavidRouzer,RepRouzer,UCBvOxpqoGi1HlHjX9v_gHZw,834069080,,repdavidrouzer,
P000609,'02221',412608,USRepGaryPalmer,CongressmanGaryPalmer,UCYZfP-cNIvlJY3AcAc9OPpQ,2861616083,,repgarypalmer,1551536636
E000294,'02253',412639,RepTomEmmer,reptomemmer,,2914515430,RepTomEmmer,reptomemmer,1565640999
A000374,'02244',412630,RepAbraham,CongressmanRalphAbraham,,2962891515,,,
Z000017,'02261',412646,RepLeeZeldin,RepLeeZeldin,UCHzZuesCPDka2NhZO8icqzA,2750127259,,,
K000386,'02264',412649,RepJohnKatko,RepJohnKatko,,2966765501,,,
W000821,'02224',412610,RepWesterman,RepWesterman,UCNshPbmupCwP5a7Hi79jETQ,2852998461,,,
H001072,'02223',412609,RepFrenchHill,RepFrenchHill,UCT8uWroJtkwSsCJlVg0IKvQ,2953974395,,repfrenchhill,
B001291,'02270',412655,RepBrianBabin,RepBrianBabin,UCPVEZgw-VbDRbLV1MRGVQNQ,2929491549,,,
M001195,'02277',412662,RepAlexMooney,CongressmanAlexMooney,UCw9CGkF4Re3areluI43TGyA,2964526557,,repalexmooney,
B001297,'02233',412619,RepKenBuck,repkenbuck,UCHK7Wcwij7NoxXGTeSHUWzg,2862577383,,repkenbuck,
R000602,'02262',412647,RepKathleenRice,RepKathleenRice,UCLYLmjrGtzzCFXMWPBxHAug,2970462034,,,
D000624,'02251',412637,RepDebDingell,RepDebbieDingell,UCnoP3KLT-HOvzDfC1-I-9lQ,2970279814,,repdingell,
T000474,'02231',412617,NormaJTorres,RepNormaTorres,UCvWY4qKP6--o3pIJY7hhKDg,236279233,,repnormatorres,
S001197,'02289',412671,SenSasse,SenatorSasse,UCYaNGwcM2Dl5yDcDqS6xV2g,2962923040,,senatorsasse,1636974433
S001198,'02290',412665,SenDanSullivan,SenDanSullivan,UC7tXCm8gKlAhTFo2kuf5ylw,2891210047,,sen_dansullivan,1660873387
A000372,'02239',412625,reprickallen,CongressmanRickAllen,UCZPoYXHFDAV17BGLMzGAmpg,2964287128,,Rep_RickAllen,1666787116
R000605,'02288',412669,SenatorRounds,SenatorMikeRounds,UC-pvzimyBdpdkcIfsicrfrQ,2955485182,,,
B001296,'02267',412652,CongBoyle,CongressmanBoyle,UCMP_Anj7lz4eZuSh8GwFqQQ,4304448314,,,
H001071,'02237',412623,congressmanhice,CongressmanJodyHice,UCzUMsS8DusN2QLpgweFthgQ,2975091705,,rep_hice,
A000371,'02229',412615,reppeteaguilar,reppeteaguilar,UCxwbFLOlKDsXrwizV5jah7g,3018670151,,,
G000574,'02226',412612,RepRubenGallego,RepRubenGallego,,2966570782,,reprubengallego,
P000612,'02286',412666,sendavidperdue,SenatorDavidPerdue,UCXHsrkPP4TAm0s0qB1C31Lw,2863210809,,sendavidperdue,1650058430
P000610,'02274',412659,staceyplaskett,repstaceyplaskett,UC3V7biFZHDFHDFZy6cCSZUA,2724095695,,stacey_plaskett,
W000822,'02259',412644,RepBonnie,RepBonnie,UCrxEaX0VKZKwg3930du2D5A,2968451607,,repbonnie,
H001073,'02269',412654,hurdonthehill,HurdOnTheHill,UCjWcn2lgGCZbwPs6lKxlziQ,2963445730,,hurdonthehill,
L000582,'02230',412616,RepTedLieu,RepTedLieu,UC9qcJxTqfDNBnVul1IojlFg,3044993235,,RepTedLieu,
G000577,'02245',412631,RepGarretGraves,CongressmanGarretGraves,UCQLg9GGwTDluEFJtXf8seTA,2951574214,,instagravesla,
D000623,'02227',412613,RepDeSaulnier,RepMarkDeSaulnier,,2968007206,,repdesaulnier,
W000819,'02255',412670,RepMarkWalker,RepMarkWalker,UC2w0KJe43jr0Hlhi6J5smhg,2966205003,,repmarkwalker,1638422078
M001196,'02246',412632,teammoulton,CongressmanSethMoulton,UC5w5qn7nj5Ljy69LTV7a_fQ,3091316093,,repmoulton,
B001292,'02272',412657,RepDonBeyer,RepDonBeyer,UCPJGVbOVcAVGiBwq8qr_T9w,2962868158,,repdonbeyer,
G000576,'02276',412661,RepGrothman,RepGrothman,UCui4k83Cot4aeVW_8T33fgg,2976606250,,,
N000188,'02202',412606,DonaldNorcross,DonaldNorcrossNJ,UC7kXK_PyDiOT8YrdP0jYZHw,3122099613,,donald_norcross,
L000581,'02252',412638,RepLawrence,'395759603917487',UCf0USy9GNigkB8O9sS1dodw,2863006655,,repbrendalawrence,
K000388,,412673,reptrentkelly,reptrentkelly,UCtDrz-8tdg4ZgOAQHToSWaQ,3317799825,,reptrentkelly,
L000585,'02295',412674,RepLaHood,replahood,UCVRbtFwaBGcixZIkygtalRw,3686482216,,,
B001299,,412702,RepJimBanks,RepJimBanks,UC_FR6TySW9uxvhjozkis6Xg,816131319033950208,,repjimbanks,
D000627,,412696,RepValDemings,RepresentativeValDemings,UCkcshqwFNJG6XeduOforhig,798973032362606600,,repvaldemings,
B001303,,412689,RepLBR,Rep.BluntRochester,,817050219007328258,,,
R000606,,412708,repraskin,repraskin,UChxDE6vho5BfBTOqiBsDmKg,806906355214852096,,repraskin,
P000613,,412685,RepJimmyPanetta,RepJimmyPanetta,UCmw-aERG51C96edMDPN7fXQ,796736612554117120,,repjimmypanetta,
C001111,,412697,repcharliecrist,RepCharlieCrist,,816030424778543104,,repcharliecrist,
D000628,,412691,drnealdunnfl2,drnealdunnfl2,UCRTGfrYP-RuDzJ2KGok7TRA,815952318487298048,,,
B001300,,412687,RepBarragan,CongresswomanBarragan,,816833925456789505,,repbarragan,
B001302,,412683,RepAndyBiggsAZ,RepAndyBiggs,UCqSq9kWOxk9yNTeILBCVC1w,816652616625168388,,repandybiggs,
M001199,,412698,repbrianmast,repbrianmast,,814103950404239360,repbrianmast,RepBrianMast,
M001200,,412728,RepMcEachin,RepMcEachin,UCMoPYHuZ3fZho0ZixZCfiFg,816181091673448448,,repmceachin,
D000626,'02296',412675,WarrenDavidson,CongressmanWarrenDavidson,UCMzuyZWzk44YRNesFzPTeUw,742735530287304704,,instawarrendavidson,
F000465,,412700,RepDrewFerguson,RepDrewFerguson,UCuK7_j2sREWi_7wBAN477bg,806583915012046854,,repdrewferguson,
G000581,,412725,RepGonzalez,USCongressmanVicenteGonzalez,UC5H6oYLKQ_xIXO5CG7fh4hw,818536152588238849,,repvicentegonzaleztx,
G000583,,412714,RepJoshG,RepJoshG,,815310506596691968,,RepJoshG,
C001113,,412681,sencortezmasto,SenatorCortezMasto,UCip_83SiKUqwnUT57VOXrCg,811313565760163844,,,
K000389,,412684,RepRoKhanna,RepRoKhanna,UCr4KOYv1o1oEQhy1jhhm3pQ,816298918468259841,,reprokhanna,
G000582,,412723,repjenniffer,RepJennifferGonzalezColon,UCZj99h3-GNKjGGeyp7AJeXw,819744763020775425,,,
M001202,,412694,RepStephMurphy,RepStephMurphy,,796183515998068736,RepStephMurphy,RepStephMurphy,
H001074,,412703,reptrey,reptrey,UCTgS8a_zLg8HpUnk5WXY5ag,811986281177772032,,,
A000375,,412726,RepArrington,JodeyArrington,,816284664658874368,,repjodeyarrington,
C001109,,412732,RepLizCheney,replizcheney,UCvL57Zp99QdDllF-KGziUAA,816719802328715264,,,
C001112,,412686,RepCarbajal,repsaludcarbajal,,816157667882373120,repcarbajal,repcarbajal,
S001201,,412717,RepTomSuozzi,RepTomSuozzi,UCHjLmETJ7qXtciV7dlAzzgQ,816705409486618624,,,
S001190,'02124',412534,repschneider,CongressmanBradSchneider,,1071840474,RepBradSchneider,repschneider,
B001305,,412712,RepTedBudd,RepTedBudd,,817138492614524928,,,
J000298,,412730,RepJayapal,RepJayapal,UCmyD0_-2Oowkfwc_Raghclw,815733290955112448,,repjayapal,
F000466,,412721,repbrianfitz,repbrianfitzpatrick,UCYMNcgHss4_Q5JY2vSvMpgw,816303263586914304,,repbrianfitz,
O000171,,412682,repohalleran,repohalleran,,808416682972770304,,repohalleran,
R000607,,412699,RepRooney,RepRooney,UC5dLBbrW1JwIGs9h248lk6g,816111677917851649,,RepFrancisRooney,
K000393,,412679,SenJohnKennedy,JohnKennedyLouisiana,,816683274076614656,,SenJohnKennedy,
L000586,,412693,RepAlLawsonJr,RepAlLawsonJr,,818472418620608512,,,
M001201,,412710,RepPaulMitchell,reppaulmitchell,UCisQXodHJRZDaLtFMq_TzWg,811632636598910976,,reppaulmitchell,
K000391,,412701,congressmanraja,congressmanraja,,814179031956488192,,congressmanraja,
H001076,,412680,Senatorhassan,SenatorHassan,,946549322,,,
E000297,,412718,RepEspaillat,RepEspaillat,UCi0niBYFhEY70Dz8InbX5OQ,817076257770835968,,repadrianoespaillat,
K000392,,412724,repdavidkustoff,RepDavidKustoff,UCK6U4plOKKMrCjv_h59spGQ,816012124505931780,,repdavidkustoff,
G000578,,412690,RepMattGaetz,CongressmanMattGaetz,UClqXcJew_A3s8qiX-T4a9CA,818948638890217473,,Congressman_Matt_Gaetz,
S001200,,412695,RepDarrenSoto,CongressmanDarrenSoto,,818713465653051392,repdarrensoto,RepDarrenSoto,
B001301,,412709,RepJackBergman,RepJackBergman,,815241612154417152,RepJackBergman,RepJackBergman,
G000579,,412731,RepGallagher,RepMikeGallagher,,815966620300480514,,,
C001108,,412676,RepJamesComer,congressmancomer,,1274852794206388225,,congressmancomer,
M001198,,412704,RepMarshall,rogermarshallmd,UCR3nOFMqBB-kRpKFwgapMaQ,752364246218862592,,repmarshall,
E000296,,412677,RepDwightEvans,RepDwightEvans,,90639372,,repdwightevans,
R000609,,412692,RepRutherfordFL,RepRutherfordFL,,828977216595849216,,,
J000299,,412706,RepMikeJohnson,RepMikeJohnson,UCzqBEpeIaDEfvAtsA53Fx2Q,827279765287559171,,RepMikeJohnson,
R000608,,412715,SenJackyRosen,RepJackyRosen,,818554054309715969,,repjackyrosen,
C001110,,412688,reploucorrea,RepLouCorrea,UCIKJJp4QJIDjnjodc23qKkw,815985039485837312,,reploucorrea,
B001298,,412713,repdonbacon,RepDonBacon,UCR9abI1lZzAZ6HwQXc-dLFQ,818975124460335106,,RepDonBacon,
S001199,,412722,RepSmucker,RepSmucker,UCs5iMvWy-oTHyf5HuwB7FCg,41417564,,,
H001075,,412678,SenKamalaHarris,SenatorKamalaHarris,UCe1ciA1TDa5F9K6Ufr_6Fsw,803694179079458816,,,
H001077,,412705,RepClayHiggins,CongressmanClayHiggins,,843636970538618880,,RepClayHiggins,
B001304,,412707,RepAnthonyBrown,RepAnthonyBrown,,823552974253342721,RepAnthonyBrown,RepAnthonyBrown,
E000298,,412735,RepRonEstes,RepRonEstes,UC2clc28qcehIqotHQcthnWA,854715071116849157,,RepRonEstes,
G000585,,412739,RepJimmyGomez,RepJimmyGomez,,2371339658,,,
N000190,,412738,RepRalphNorman,RepRalphNorman,,880480631108644864,,,
L000589,,412745,RepDLesko,RepDebbieLesko,,996094929733652481,,,
C001114,,412740,RepJohnCurtis,RepJohnCurtis,UChAQ4MD-HigmGnImSoAKBVA,931614483050414080,,repjohncurtis,
H001079,,412743,SenHydeSmith,,UCJHxkJhGST0NTlkzJHWV03Q,983348251972816896,,sencindyhydesmith,
L000588,,412744,RepConorLamb,RepConorLamb,UC7hX59n_ixS1Bz3f8Je02yA,984456621417000960,,,
G000584,,412736,,RepGianforte,UCj4ocM2PHNKBbmMQF8k-wsQ,,,,
C001115,,412746,RepCloudTX,,,1039879658400112640,,,
H001080,,412800,RepDebHaaland,,,1080695666760929280,,,
A000377,,412794,RepArmstrongND,,,1080515866255593472,,,
R000616,,412759,RepHarley,,,1075080722241736704,,,
S001212,,412792,RepPeteStauber,,,1075830599007510535,,,
L000591,,412830,RepElaineLuria,,,1080292515939565568,,,
B001306,,412747,RepBalderson,,,1037341536592310272,,,
A000376,,,RepColinAllred,,,1078355119920562176,,,
C001118,,,RepBenCline,,,1072158357237174272,,,
C001122,,,RepCunningham,,,1080198683713507335,,,
D000630,,,repdelgado,,,1080485692298444800,,,
H001066,,412559,RepHorsford,,,389840566,,,
H001082,,412748,repkevinhern,,,1067818539179024386,,,
L000593,,,RepMikeLevin,,,1072134139560620033,,,
M001206,,412749,RepJoeMorelle,,,1064595993222615040,,,
N000191,,,RepJoeNeguse,,,1078749802765139968,,,
S001209,,,RepSpanberger,,,1078771401497161728,,,
S001213,,,RepBryanSteil,,,1075205691621720064,,,
W000826,,412751,RepSusanWild,,,1069636653353000962,,,
R000615,,,SenatorRomney,,,1078693601356509184,,,
M001197,,,SenMcSallyAZ,,,2964949642,,,
A000378,,,RepCindyAxne,,,1080865917377097728,,,
B001309,,,RepTimBurchett,,,1028854804087492613,,,
C001119,,,RepAngieCraig,,,1080222360643485698,,,
C001120,,,RepDanCrenshaw,,,1080894931311431682,,,
C001121,,,RepJasonCrow,,,1080191866509901826,,,
C001124,,,RepTjCox,,,1080875913926139910,,,
D000629,,,RepDavids,,,1080516116395499522,,,
B001310,,,SenatorBraun,,,1080870981877534720,,,
E000299,,,RepEscobar,,,1075517806551154689,,,
F000468,,,RepFletcher,,,1075904377221722113,,,
F000469,,,RepRussFulcher,,,1078741899572240384,,,
G000587,,,RepSylviaGarcia,,,1080587263132733442,,,
G000590,,,RepMarkGreen,,,1080477288955826176,,,
G000592,,,repgolden,,,1080891667308298240,,,
H001085,,,RepHoulahan,,,1052896620797460481,,,
H001090,,,RepJoshHarder,,,1080851152151953410,,,
J000301,,,RepDustyJohnson,,,1074782372594413569,,,
L000590,,,RepSusieLee,,,1079061579973439488,,,
L000592,,,RepAndyLevin,,,1080277407867772930,,,
M001204,,,RepMeuser,,,1080574793630527505,,,
M001209,,,RepBenMcAdams,,,196362083,,,
